addressbook_id,description,image1,showhotel,image2,image3,image4,starcategories_id,cuisine,bars,restaurants,checkout,accessrail,accessair,accessbus,advantage,logo,rooms,ac,roomfacility,otherfacility,services,creditcards,fhra,WebWriteUp1,WebWriteUp2,url,Metatype,Descr,Keywords,organisation,address,city,postalcode,countries_id,phone,fax,pan,email,www,branch_cities_id,note,areacode,bank_addressbook_id,through_addressbook_id,mailto_addressbook_id,cities_id,states_id,currencies_id,web,company,taxno,IncludeInBalanceSheet,InvoiceTo_Addressbook_id,InvoiceOrderNo
1414,"A fabulous resort which was once the residence of Lord Kitchener. Tastefully done, all the rooms offer unsurpassed views of the Himalayas outside. 

Burma teak floors, hand knotted rugs and glorious views of the valley - thats the stuff the Wildflower Hall's rooms are made of. Tapestry covered round, scroll armed sofas and elegant woodbacked chairs. The beds are king size with twisted wooden posts. ",mashobra_wildflower.jpg,1,mashobra_wildflower2.jpg,mashobra_wildflower3.jpg,mashobra_wildflower4.jpg,0,"Fine Continental, Asian & Indian Cuisine in two Restaurants ",,,,,,,"Elegant Former Residence of Lord Kitchener, Overlooking Magnificent Hill Scenery",mashobra_wildflower.jpg,,,"All Rooms with Fabulous Panoramic Views, , Walk In Closet, Private Bar, Satellite TV, CD & Digital Video Player, Complimentary Fruit & Flowers, 24 Hour In room Dining, Marble bathrooms with Separate Shower Stalls","Private Butler Service, In House Laundry & Dry Cleaning, World Class Spa with Holistic treatment","Heated in-door Swimming Pool and Jacuzzi, Library with a Selection of Books, Tennis Court,  Gymnasium, ",,,"The Wildflower Hall is a class apart. Recognised and held up as India's leading spa resort for its consistent performance year after year, Wildflower Hall is situated high in the Himalayas at 8000 feet on the site of the erstwhile home of Lord Kitchener. 

Rebuilt now in a more modern style, the hotel nevertheless has the feel of a fairytale castle as its steepled roof dominates its surrounding 23 acres of cedar and pine forests. Entirely off limits to non residents and to children below 12 years, the hotel is one of those rare things, a truly private, full service sanctuary. 
  
There are a few different cuisines and restaurants to choose from. The main restaurant serves Pan Asian and Continental food and three separate seating areas including an outdoors and a 'conservatory'. There is a separate Indian restaurant and a bar and coffee shop. This health and wellness focused hotel also offers healthy vegetable and fruit juices and custom designed menus. 
  
Wildflower Hall offers a plethora of services and activity options to its guests. Aside from the infinity edge jacuzzi and heated indoor swimming pool you can indulge in some croquet, archery or billiards. 

Of the more mordern recreational pursuits, the hotel has among its staff a team of white water rafting experts that can take you through the frothy rapids of the River Sutlej. There is also horse riding, ice skating in the winters and some pre-designed walking routes to explore the wildflowers of the mountains.",,wildflower-hall,"A fabulous resort which was once the residence of Lord Kitchener. Tastefully done, all the rooms offer unsurpassed views of the Himalayas outside. ","Wildflower Hall in Mashobra - Travel in India | Travellers Palm",,"The Oberoi Wildflower Hall",Chharabra,Mashobra,"171 012",200,"264 8585","264 8686","","reservations@wildflowerhall.com
sales@wildflowerhall.com",www.oberoihotels.com,,"",0177,,2639,,270,13,13,1,0,,1,,
1415,"Built in 1884 the Oberoi Cecil is a heritage offering of the prestigious Oberoi group of hotels. Sophisticated in every way, from its glossy Burma teak floors to its well groomed staff, the Cecil is Shimla's top end hotel. 

The building is tall and a bit unimaginatively designed but nevertheless commands splendid views of the high mountains and deep valleys that first attracted the British here.",shimla_cecil2.jpg,1,shimla_cecil.jpg,shimla_cecil3.jpg,shimla_cecil4.jpg,5,"Indian, Continental, Chinese, Italian, Thai","","","12.00 Noon","1 km. from Railway Station","13 kms. from Airport","1 km. from Bus Stand","Quiet End of the Mall, Near Viceregal Lodge",shimla_cecil.jpg,79,"Centrally Air-conditioned","Room Service, H/C running water, Telephone, Fax, T.V., Safe Deposit, Channel Music, Billards Room, Children activity room, Bar Bar-be-que","Business Centre, Banquet & Conference Facilities, Health Club, Swimming Pool, Folf","Doctor on Call, Laundry, Money Changer, Safe Deposit, Baby Sitting, Valet, Travel Desk Service","AMEX, CAN, BOB, Diners, VISA, Master, Andhra, Bank of America, Central, ANZ, Citi",6040,"Voted one of the top ten luxury hotels in India, The Cecil is a sumptuous getaway in India's most famous hill station.

Parquet floors  strewn with Persian rugs, along with crackling wood-fires create a rich and warm atmosphere. Much of the furniture is original classic and the furnishings are sumptuous. 

The Cecil features a number of eateries featuring a range of cuisines- snacks at the outdoor Cedar Garden restaurant, European and Asian delicacies in The Restaurant which rotates its menu twice a week and tea and drinks in the sunny atrium. 

A heated pool and an international standard spa and sauna are just some of The Cecil's attractions.  

",,the-cecil,"Built in 1884 the Oberoi Cecil is a heritage offering of the prestigious Oberoi group of hotels. Sophisticated in every way, from its glossy Burma teak floors to its well groomed staff, the Cecil is Shimla's top end hotel. ","The Cecil in Shimla - Travel in India | Travellers Palm",,"The Oberoi Cecil","Chaura Maidan",Shimla,"171 004",200,"280 4848","281 1024","","reservations@oberoi-cecil.com
srikant.peri@oberoihotels.com",www.thececil.com,,"",0177,,2639,,380,13,13,1,0,,1,,
1416,"One of Shimla's oldest hotels and the nostalgically cherished first hotel of the now impressive Oberoi Hotel, Clarke's is a quaint, mock Tudor building situated right on Shimla's famous Mall Road. 

While the facade of the hotel still looks very much like it did in 1898 when it was built, the rooms have been refurbished and brought upto modern standards, all the while preserving the atmosphere of a old world grace and regality. 

There is a sunny terrace with views of the Shimla valley and Shimla's main promenade is just outside your doorstep.",shimla_clarkes.jpg,1,shimla_clarkes2.jpg,shimla_clarkes3.jpg,"",4,"Indian, Continental",1,1,"12.00 Noon","1 km. from Railway Station","21 kms. from Airport","1/2 km. from Bus Stand","Centrally Located",shimla_oberoi.jpg,39,"","Room Service, H/C running water, Telephone, T.V., Safe Deposit, Channel Music","Banquet & Conference Facilities, Indoor Games","Doctor on Call, Laundry, Money Changer, Banking, Baby Sitting, Travel Desk Service, Car Rental, Fax","AMEX, CAN, BOB, Diners, VISA, Master, Andhra, Bank of America, ANZ, Citi",3095,"A period building converted into a comfortable 5-star hotel. Located on the main promenade of Shimla, the Mall, this hotel is the first of the now famous Oberoi Group of hotels. 

Built in 1935, the building has a lot of character. The rooms are spacious and elegantly furnished with attached baths and all other modern facilities. Some rooms have a good mountain view.
  
Being a colonial building not all the rooms are of equal size or shape but this just adds to the unique charm of the hotel. Muted coloured colours in subdued prints, elegant restored period furniture and wide views over the pine tops. The bathrooms are modern and luxurious. 
  
There is a large formal dining room where white gloved, tuxedo'ed waiters serve Indian, Continental and Chinese food. The more relaxed terrace lined with flower beds is the place for a frothy cappucino or a pre dinner drink. A separate bar/lounge area leads off from the reception. Built in the late 18th century style, the lounge is a quiet, sophisticated space. 
  
Its location in the middle of the pedestrian only Mall road ensures that you are only a couple of steps away from the bazaars, churches and historical monuments of Shimla. The Mall comes alive especially in the evenings - the traditional promenade hour.",,the-oberoi-clarkes-hotel,"One of Shimla's oldest hotels and the nostalgically cherished first hotel of the now impressive Oberoi Hotel, Clarke's is a quaint, mock Tudor building situated right on Shimla's famous Mall Road. ","The Oberoi Clarke""s Hotel in Shimla - Travel in India | Travellers Palm",,"The Oberoi Clarkes Hotel","The Mall",Shimla,"171 001",200,"2651 010-15","2811 321","",reservations.clarkes@clarkesshimla.com,www.clarkesshimla.com,,"",0177,,2639,,380,13,13,1,0,,1,,
1417,"A clean and bright hotel with 18 rooms with attached bathroom. Most rooms have balconies which offer good views. There is a restaurant which serves a variety of cuisine."," ",1,"","","",0,,,,,,,,,,,,,,,,,,,hotel-india-house,"A clean and bright hotel with 18 rooms with attached bathroom. Most rooms have balconies which offer good views. There is a restaurant which serves a variety of cuisine.","Hotel India House in Dharamsala - Travel in India | Travellers Palm",,"Hotel India House","Bhagsunag Road
Mcleod Ganj",Dharamsala,"176 219",200,"21457, 21144",21144,"","","",,"",01892,,,,112,13,13,0,0,,1,,
1418,"The Kanglachen is a 25 room hotel set amongst lawns, a stone's throw away from the shops, restaurants and the local fruit market of the Main Bazaar Road. 

A simple 2 storey building built in the style of traditional Ladakhi homes, this hotel is popular throughout Leh's short season and fills up early. The uncluttered rooms are pine floored and overlook the front lawn.","",1,"","","",0,"Ladakhi, Tibetan, Chinese, India & Continental",,1,12:00,,,,"A Class Hotel",,26,,"All Rooms with Attched Bathrooms","Cultural Programmes arrangedon Request","Doctor on Call, Laundry & Dry Cleaning Service, Parking Facility",,,"One of the most popular hotels in Leh, the Kanglachen. Refurbished to suit more upmarket tastes, the rooms are sunny with plain white walls complimented by the light wood of the floor. The bathrooms are functional but clean.

The centre courtyard and front lawn are almost always sunny with low tables that are the ideal spot for reading and relaxing. The restaurant serves buffet meals on prior notice and is known for its steaming hot plate meals called Sizzlers. Meals are generally of the hearty variety, breakfast generally involving a large quantity of preserves and butter.

Like most hotels in Leh, the Kanglachen does not have televisions in the rooms. But you wouldn't miss out, since Leh's outdoor attractions are far too many and far too alluring to ignore. 

Since the hotel is located so close to the social hub of Leh, street noise does occasionally float up into the hotel rooms, often magnified by the still mountain air.",,hotel-kanglachen,"The Kang Lha Chen is a 25 room hotel set amongst lawns, a stone's throw away from the shops, restaurants and the local fruit market of the Main Bazaar Road. ","Hotel Kanglachen in Leh - Travel in India | Travellers Palm","kanglachen, hotel, leh, ladakh, indus valley, special  places","Hotel Kang-La-Chen","Opposite Police Station
Karzoo",Leh,"  ",200,"252 144, 252 523","252 144","","reservations@rimoexpeditions.com
info@rimoexpeditions.com",http://www.lehladakhhotels.com/Deluxe%20Hotels/Hotel_Kang_la_Chen.html,,"",01982,,199,,169,14,13,1,0,,1,,
1419,"A scenic riverside location makes this an attractive resort. The 4-star Apple Valley has 36 rooms in modern chalets set in sprawling gardens on the riverside. The resort is famous for its excellent food; it has two restaurants, a bar, swimming pool, billiards, table tennis and indoor games. Rafting can be organised through the reception.",kullu_apple.jpg,1,kullu_apple2.jpg,kullu_apple3.jpg,kullu_apple4.jpg,4,"Indian, Chinese, Continental",1,2,"12.00 Noon","","6 kms. from Airport","6 kms. from Bus Stand","Near to Airport",kullu_apple.jpg,36,"","Room Service, H/C running water, Telephone, Fax, T.V., Safe Deposit","Business Centre, Executive Lounge, Beauty Parlour, Shopping Arcade, Inoor games, Billords, Swimming pool, Talbe Tennis, Card Room","Safe Deposit, Travel Desk Service","AMEX, VISA, Master, Bank of America",7103,,,apple-valley-resorts,"A scenic riverside location makes this an attractive resort. The 4-star Apple Valley has 36 rooms in modern chalets set in sprawling gardens on the riverside. The resort is famous for its excellent food; it has two restaurants, a bar, swimming pool, billiards, table tennis and indoor games. Rafting can be organised through the reception.","Apple Valley Resorts in Kullu - Travel in India | Travellers Palm",,"Apple Valley Resorts","Vill 2 P.O. Mohal. 
",Kullu,"175 126",200,"600 01- 06,  22310","24115/ 16","","","",,"",01902,,,,244,13,13,1,0,,1,,
1421,"The largest hotel in the centre of Chandigarh. It offers 108 centrally air-conditioned rooms, 3 restaurants (including a rooftop Chinese) and a bar.",chandigarh_shivalikview.jpg,1,chandigarh_shivalikview2.jpg,chandigarh_shivalikview3.jpg,chandigarh_shivalikview4.jpg,0,"Indian, Chinese, Continental",1,3,"12.00 Noon","9 kms. from Railway Station","13 kms. from Airport","1 km. from Bus Stand","2 Minutes walk from Main Shopping Centre",chandigarh_shivalikview.jpg,108,"Centrally Air-conditioned","Room Service, H/C running water, Telephone, Fax, T.V., Safe Deposit","Banquet & Conference Facilities, Beauty Parlour, Shopping Arcade","Doctor on Call, Laundry, Money Changer, Banking, Safe Deposit, Baby Sitting, Travel Desk Service","AMEX, CAN, BOB, Diners, VISA, Master, Andhra, Bank of America, Central, ANZ, Citi",7088,,,hotel-shivalik-view,"The largest hotel in the centre of Chandigarh. It offers 108 centrally air-conditioned rooms, 3 restaurants (including a rooftop Chinese) and a bar.","Hotel Shivalik View in Chandigarh - Travel in India | Travellers Palm",,"Hotel Shivalik View","Sector 17",Chandigarh,"160 017",200,"700 001, 703 521, 703 399, 702 150, 704 214, 704 651","701 094","",citcd@ch1.vsnl.net.in,"",,"",0172,,,,165,6,13,1,0,,1,,
1422,"The top hotel of Chandigarh. Set in peaceful gardens, 2 km from the centre, the hotel has 156 air-conditioned rooms, a multi-cuisine restaurant and a bar. The rooms are comfortably appointed with modern facilities. There is a swimming pool and a health club offering steam/sauna and a jacuzzi. There is also a tennis court.",chandigarh_mountview.jpg,1,chandigarh_mountview2.jpg,chandigarh_mountview3.jpg,chandigarh_mountview4.jpg,5,"Indian, Chinese, Continental",1,1,"12.00 Noon","8 kms. from Railway Station","14 kms. from Airport","2 kms. from ISBT","Near Leisure Valley & Rose Garden",chandigarh_mountview.jpg,156,Air-conditioned,"Refrigerator in all rooms, Hair Dryers in Suites","Barbar Shop, Spacious lawns for Parties, Health Club, Swimming Pool, Tennis, Sauna, Steam, jaccuzy, Yoga","Wheel Chair, free Parking","AMEX, Diners, VISA, Master",2033,,,hotel-mountview,"The top hotel of Chandigarh. Set in peaceful gardens, 2 km from the centre, the hotel has 156 air-conditioned rooms, a multi-cuisine restaurant and a bar. The rooms are comfortably appointed with modern facilities. There is a swimming pool and a health club offering steam/sauna and a jacuzzi. There is also a tennis court.","Hotel Mountview in Chandigarh - Travel in India | Travellers Palm",,"Hotel Mountview","Sector 10 D",Chandigarh,"160 011",200,"740 544, 743 126, 743 268","742 220, 742 565","",citcol@chl.dot.net.in,"",,"",0172,,,,165,6,13,1,0,,1,,
1423,"A simple, moderate hotel in the centre of town. There are 24 air-cooled rooms, a multi-cuisine restaurant, business centre and games room.",dalhousie_mountview.jpg,1,dalhousie_mountview2.jpg,"","",0,"South Indian, Mughlai, Gujarati, Chinese, Continental","",1,"12.00 Noon","","","","Facing the Pir Panjal/Bathri Valley, Centrally Located",,24,Air-cooled,"Room Service, H/C running water, Telephone, Fax, T.V., Safe Deposit, Channel Music","Business Centre, Seperate Executive Floor, Banquet & Conference Facilities, Shopping Arcade, Games Room","Doctor on Call, Laundry, Money Changer, Banking, Safe Deposit, Baby Sitting, Valet, Travel Desk Service","AMEX, BOB, Diners, VISA, Master, Citi",9247,,,hotel-mount-view,"A simple, moderate hotel in the centre of town. There are 24 air-cooled rooms, a multi-cuisine restaurant, business centre and games room.","Hotel Mount View in Dalhousie - Travel in India | Travellers Palm",,"Hotel Mount View","",Dalhousie,"176 304",200,"42120, 40610",40741,"",mchadha@mountviewindia.com,mountviewindia.com,,"",01899,,,,93,13,13,1,0,,1,,
1424,"A luxurious spa resort built around a Maharaja's palace near Rishikesh. The rooms and suites have a fabulous location overlooking either the valleys of the Ganges below or the palace gardens. 

Located in the purer airs of the hills of Rishikesh, the spa offers not only a multitude of healing and beauty experiences and wellness rituals, but also ""spa meals"" custom designed to suit your body type all of which are based on the ancient principles of ayurveda. 

The accommodation is also designed as a part of the holistic rejuvenation that Ananda provides and the rooms are all quietly tasteful, uncluttered and open to the outdoors.",rishikesh_ananda.jpg,1,rishikesh_ananda2.jpg,rishikesh_ananda3.jpg,rishikesh_ananda5.jpg,0,,,3,,"45 Minutes Drive From Haridwar Railway Station",,,"Offers Fabulous Views of the Ganges valley & the Himalayan Foothills",rishikesh_ananda.jpg,75,,"Each Room has a Private Balcony, Telephone,, In Room Safe, Tea Coffee Maker, Private bar ","A Boutique Offering `Ananda' & Aveda care Products, Country's Oldest Billiards salon, Library with a Collection of Priceless Old Books, Nature Walk, White Water Rafting, Fishing & Tennis","24 Hour Rooms Service, World Class Spa, Well Planned Meals Using Organically Grown Vegetables",,,"Ananda In The Himalayas is probably India's best known spa destination. The resort offers Ayurveda, Yoga,  Aromatherapy as well as Himalayan spring water therapy. The well designed pool and steam/sauna complete a world class spa resort.
  
Although the building that houses the rooms is fairly square and uninspired, the rooms inside are special. Furnished with an eye for beauty and detail, the rooms are plush but understated - creams and beiges, meditation symbols hang in prints on the walls. A wonderful balcony presents high, bird's eye views of the wooded slopes and silvery Ganges below, perfect for breakfast or a romantic dinner. The rooms have walk in closets and tubs to soak in. 
  
Experts are on hand to recommend which of the 79 body and beauty treatments would best achieve the health goals you've set yourself. While the many therapies, yoga and meditation practices and massage techniques may be found elsewhere also, it is in Ananda that there are found all under one roof (albeit at a certain price). Aside from these there is also the large lap pool to relax in and evening entertainment in their amphitheatre. 
  
The chefs at Ananda design menus with not only taste in mind but also the ayurvedic division of body types. But Ananda encourages you not to look at your stay here as a quick fix-it solution to your health concerns. They instead see it as only the first step in a lifestyle change. So chefs at Ananda work from an open kitchen so that you are able to observe the dishes they create and replicate them at home. Similarly, during the yoga and meditation sessions the instructors will be able to formulate a meditation programme for you to follow at home.",,mandarin-oriental-ananda-the-himalayas,"A luxurious spa resort built around a Maharaja's palace near Rishikesh. The rooms and suites have a fabulous location overlooking either the valleys of the Ganges below or the palace gardens. ","Mandarin Oriental Ananda, The Himalayas in Rishikesh - Travel in India | Travellers Palm",,"Ananda In The Himalayas","The Palace Estate
Narendra Nagar
Tehri - Garhwal",Rishikesh,"249 175",200,227500,227550,"",reservation@anandaspa.com,www.anandaspa.com,,"",01378,,,,355,35,13,1,0,,1,,
1425,"India's most exclusive hotel, the Oberoi Amarvilas is the only hotel in Agra to offer unobstructed views of the Taj Mahal from throughout the complex- from the lobby, the restaurants, the bar, the swimming pool, and even all of the guest rooms themselves. These are sumptuously decorated, and many have private balconies with breathtaking views over the swimming pool, the fountains and the garden towards the Taj Mahal, which is a mere 600 meters away. Staying here is a memorable experience which will remain with you forever. ",agra_amarvilas.jpg,1,agra_amarvilas2.jpg,agra_amarvilas3.jpg,agra_amarvilas4.jpg,5,,1,2,,,,,"600 Metres away from the famous Taj Mahal. Many rooms have adjoining teraces offering views of the Taj Mahal ",agra_amarvilas.jpg,112,Airconditioned,"Private Butler Service, 24 Hours In Room Dining, Complementary Newspapers","Gymnasium, Tennis Court, Heated Swimming Pool & Jacuzzi, well Stocked Library ","Each room with Walk in Closet, Personal Bar, TV, Compact Disc and Digital Video Player",Accepted,,"Situated only 600m from the Taj Mahal, this 112 room top notch hotel gives its guests a chance to view the `most beautiful building in the world' from the total privacy of their own room. 

The beautifully appointed rooms feature Burma Teak flooring, teak armoires and spacious marble bathrooms with both a bathtub and a separate shower cubicle. 

The classical architecture of the hotel is complemented by the elaborate Mughal gardens, terraced lawns, fountains, reflection pools and pavilions.

The hotel offers a range of activities to relax and recharge yourself. Rejuvenate yourself with a holistic treatment at the Oberoi Spa, get in touch with your inner self with a yoga session, or explore the famous sights of Agra - Taj Mahal, Agra Fort or the Fatehpur Sikri. All three monuments are recognised by UNESCO as a World heritage site. 

A two nights stay is recommended at Agra to experience these architectural wonders of the Mughal era at your leisure, while taking time to explore the relaxation options at the hotel as well.",,amarvilas,"Situated only 600 m from the Taj Mahal, this 112 room top notch hotel gives its guests a chance to view the `most beautiful building in the world' from the total privacy of their own room. The classical architecture of the hotel is complemented by the elaborate Mughal gardens, terraced lawns, fountains, reflection pools and pavilions.","Amarvilas in Agra - Travel in India | Travellers Palm",,"The Oberoi Amarvilas","Taj East Gate Road
Taj Nagri Scheme",Agra,"282 001 ",200,"223 1515","223 1516","",reservations.agra@oberoihotels.com,www.oberoihotels.com,,"",0562,,2639,,2,31,13,1,0,,1,,
1426,"This modern mid range hotel has a very impressive lobby dominated by a quite magnificent huge chandelier. There are 86 rooms, mostly in the deluxe category. These are large, and well equipped. There is a pleasant restaurant on the rooftop terrace, and a good swimming pool surrounded by greenery.",agra_howardpark.jpg,1,"","","",5,"Multi-cuisine, Indian, Continental, Chinese",1,2,"12.00 Noon","5 kms. from Railway Station","10 kms. from Airport","5 kms. from Bus Stand","Central Location 1.5 Kms. from  the ' Taj Mahal",,86,"Centrally Air-conditioned","24 hrs. Room Service, Individual Temp. Control, H/C running water, Telephone, CCTV, Minibar","Coffee Shop, Banquet & Conference Facilities, Beauty Parlour, Shopping Arcade, Health Club, Swimming Pool","Doctor on Call, Laundry, Money Changer, Banking, Safe Deposit Lockers, Baby Sitting, Valet, Travel Desk Service","All Major Credit Cards Accepted",5059,,,howard-park-plaza,"A comfortable modern hotel, the Howard Park Plaza is conveniently located close to the famous Taj Mahal. The lobby is bright and airy with an impressive chandelier. The 83 rooms are all airconditioned and have telephones and colour t.v. The hotel has a swimming pool, a coffee shop and an Indian restaurant. The roof-top terrace has great view of the Taj Mahal and  a popular Bar-be-que.","Howard Park Plaza in Agra - Travel in India | Travellers Palm",,"Howard Sarovar Portico","Fatehabad Road
",Agra,"282 001",200,"404 8600-699","400 4866","",reservations@hpagra.com,"",,"",0562,,,,2,31,13,0,0,,1,,
1427,"The Binsar Valley Resort was established in 1934 as a private residence. The original building was renovated and 9 new cottageswere added in 1990. The cottages are comfortably furnished with all mod-cons. The lounge and the dining room are made cozy with fire-places in the evenings. Much of the food prepared in the family run kitchen is grown nearby whilst the bread is freshly baked.",binsar_valleyresort.jpg,1,"","","",0,,,,,,,,,,,,,,,,,,,binsar-valley-resort,"The Binsar Valley Resort was established in 1934 as a private residence. The original building was renovated and 9 new cottageswere added in 1990. The cottages are comfortably furnished with all mod-cons. The lounge and the dining room are made cozy with fire-places in the evenings. Much of the food prepared in the family run kitchen is grown nearby whilst the bread is freshly baked.","Binsar Valley Resort in Binsar - Travel in India | Travellers Palm",,"Binsar Valley Resort","",Binsar,"   ",200,"","","",manipur@giasdl01.vsnl.net.in,"",,"","",,,,56,31,13,0,0,,1,,
1428,"The Ashok is the best place to stay in Bodh Gaya. A moderate hotel with large gardens, it has 32 rooms (24 a/c) which are simple but clean and comfortable. The reception is efficient and friendly.",bodhgaya_ashok.jpg,1,"","","",3,"Indian, Chinese, Continental",1,1,"12.00 Noon","20 kms. from Gaya Railway Station","135 kms from Patna Airport"," Near to  Bus Stand","5 minutes walk from Maha Bodhi Temple",,32,"Partially Air-conditioned","Room Service, H/C running water, Telephone, T.V., Channel Music","Banquet Facilities, Shopping Arcade","Doctor on Call, Laundry, Money Changer, Safe Deposit, Baby Sitting, Valet, Parking","AMEX, CAN, BOB, VISA, Master, Central, ITDC",3254,,,hotel-bodhgaya-ashok,"The Ashok is the best place to stay in Bodh Gaya. A moderate hotel with large gardens, it has 32 rooms (24 a/c) which are simple but clean and comfortable. The reception is efficient and friendly.","Hotel Bodhgaya Ashok in Bodh Gaya - Travel in India | Travellers Palm",,"Hotel Bodhgaya Ashok","Distr. Gaya","Bodh Gaya","824 231",200,"400 790-92","400 788","","","",,"",0631,,,,59,5,13,0,0,,1,,
1429,"Corbett's most luxurious resort, overlooking the Kosi and the forested hills beyond.  A charming place with 24 rooms, set in a mango orchard. The large comfortable air-conditioned rooms are rustic in keeping with the `lodge' feel and all have private balconies. There is a swimming pool, a gymnasium, a library, a restaurant and a bar.",corbett_tigertopsinfinity.jpg,1,corbett_tigertopsinfinity1.jpg,corbett_tigertopsinfinity2.jpg,"",0,"Indian, Chinese, Continental",1,1,"12.00 Noon","8 kms. from Railway Station","30 kms from Airport","8 kms. from Bus Stand","",,24,"Partially Air-conditioned","Room Service, H/C running water, Telephone, T.V.","Business Centre, Conference Facilities, Health Club, Swimming Pool, Mini Movie theatre, Safari, Yoga Meditation","Doctor on Call, Laundry, Travel Desk Service, Fax","AMEX, CAN, BOB, Diners, VISA, Master, Bank of America, ANZ, Citi",7076,,,infinity-resorts,"Corbett's most luxurious resort, overlooking the Kosi and the forested hills beyond.  A charming place with 24 rooms, set in a mango orchard. The large comfortable air-conditioned rooms are rustic in keeping with the `lodge' feel and all have private balconies. There is a swimming pool, a gymnasium, a library, a restaurant and a bar.","Infinity Resorts in Corbett - Travel in India | Travellers Palm",,"Infinity Resorts","P.O. Dhikuli
Via Ramnagar
Distr. Nainital",Corbett,"244 715",200,"51 279, 87 957","51 880","",kil@delhi.varunship.com,tigercorbettindia.com,,"",05947,,,,89,31,13,0,0,,1,,
1430,"A new modern hotel, close to the town centre of Rishikesh. Hotel Ganga View has 32 air-conditioned rooms offering views over the Ganges or the town and hills surrounding Rishikesh. The hotel has a vegetarian restaurant. The Ganges is just a short walk away.",rishikesh_gangaview2.jpg,1,rishikesh_gangaview3.jpg,rishikesh_gangaview4.jpg,rishikesh_gangaview5.jpg,0,"Indian, Chinese, Continental","",2,"12.00 Noon","1 km. from Railway Station","18 kms. from Dehradun Airport","1/2 km. from Bus Stand","Panormic view, Situated on the Bank of River Ganga",rishikesh_gangaview.jpg,32,"Most Rooms Air-conditioned","Room Service, H/C water, Telephone, Colour T.V. with cable facility, Wall to wall carpet","","Laundry, Money Changing, Doctor on Call, CCTV, Car Rental","VISA, Master",7170,,,hotel-ganga-view,"A new modern hotel, close to the town centre of Rishikesh. Hotel Ganga View has 32 air-conditioned rooms offering views over the Ganges or the town and hills surrounding Rishikesh. The hotel has a vegetarian restaurant. The Ganges is just a short walk away.","Hotel Ganga View in Rishikesh - Travel in India | Travellers Palm",,"Hotel Ganga View","63,  Hardwar Road",Rishikesh,"249 201",200,"430 781","431 081","","","",,"",0135,,,,355,35,13,1,0,,1,,
1431,"A posh modern hotel next to its older counter part, the Clarks Towers is the latest addition from the Clarks group. The lavish lobby is done up in marble and lit by an impressive crystal chandelier. The 58 rooms are very well done with individual temperature control and all other modern facilities. The hotel offers a swimming pool and a choice of restaurants.",varanasi_clarkstower.jpg,1,"","","",3,,,,,,,,,,,,,,,,,,,hotel-clarks-tower,"A posh modern hotel next to its older counter part, the Clarks Towers is the latest addition from the Clarks group. The lavish lobby is done up in marble and lit by an impressive crystal chandelier. The 58 rooms are very well done with individual temperature control and all other modern facilities. The hotel offers a swimming pool and a choice of restaurants.","Hotel Clarks Tower in Varanasi - Travel in India | Travellers Palm",,"Hotel Clarks Tower","The Mall",Varanasi,"221 002",200,"348 250-51","348 685, 348 186","",clarktower@satyam.net.in,"",,"",0542,,,,417,31,13,0,0,,1,,
1432,"The Hans Coco Palms is a resort in the true sense of the word: with swaying fan shaped Travellers Palms catching the breeze from the nearby sea, and a dozen lounge chairs around an inviting swimming pool. 

Located at the quiet end of the long stretch of the Puri beach, it is close enough to the brightly lit food stalls but far enough away for you to be able to truly enjoy its peacefulness.",puri_hans.jpg,1,"","","",0,"Indian, Continental, Chinese",1,1,"12.00 Noon","5 kms. from Railway Station","65 kms from Airport","6 kms. from Bus Stand","Situated on the Beach",,37,"Centrally Air-conditioned","Room Service, H/C running water, Money Changing, Multi Cuisine Restaurant, Indoor /Out door Sports, CCTV - In House Movies, Courier, Postal Services","Banquet & Conference Facilities","Doctor on Call, Laundry, Money Changer, Safe Deposit, Travel Desk Service","AMEX, BOB, VISA, Master, Andhra",8477,"A modern complex with the best beach front location in Puri, just 1.5 km from Lord Jagannath's temple. The hotel is centrally air-conditioned and offers 36 rooms, all with balconies overlooking the sea. There is a bar and a multi-cuisine restaurant with beautiful potted palms.

The large Italian marble floored lobby is sparsely decorated with luscious fresh flowers indicating that this is a hotel that truly appreciates space. The rooms therefore are very comfortably sized and furnished using large amounts of polished wood and wrought iron fashioned along classic lines. Yellow brass and wrought iron lamps shed a warm yellowy glow and a wooden fan spins lazily above.

The gardens are expansive and artistically landscaped with palm sized purple dahlias, and red and yellow hibiscus. It is an oasis of peace, with the busy beach just a short walk away.",,hans-coco-palms,"The Hans Coco Palms is a resort in the true sense of the word: with swaying fan shaped Travellers Palms catching the breeze from the nearby sea, and a dozen lounge chairs around an inviting swimming pool. ","Hans Coco Palms in Puri - Travel in India | Travellers Palm","hans coco palms, hotel, puri, orissa, beach, temples, special places","Hans Coco Palms","Goudbadsahi
Swargadwar",Puri,"752 001",200,"230951 - 52, 230038",230165,"","fomcocopalm@hanshotels.com
hanscocopalms@hanshotels.com
hanscocopalms@hotmail.com",www.hanshotels.com,,"",06752,,778,,342,24,13,0,0,,1,,
